关卡,蓝球,红球,绿球,黄球,紫球,总行数,石头,雪块,炸弹,彩虹球,燃烧瓶,蓝分裂球,红分裂球,绿分裂球,黄分裂球,紫分裂球,钥匙,锁定球,收集目标1,收集目标2,发射球数量,通关率
761,31,26,28,19,36,17,0,3,0,0,0,0,0,2,0,0,2,2,G:18,雪球:2,36,85.0%
762,34,41,17,34,14,17,0,3,0,0,0,2,0,0,0,0,2,2,B:20,雪球:2,36,80.9%
763,19,33,31,17,38,17,0,4,1,0,0,0,0,0,2,0,2,2,Y:13,雪球:3,35,92.6%
764,36,29,38,15,21,17,0,4,0,0,0,0,0,0,0,2,2,2,P:15,雪球:3,36,87.7%
765,18,31,28,43,18,17,1,3,0,1,0,0,2,0,0,0,2,2,R:19,雪球:2,36,86.4%
766,15,32,36,25,32,17,0,3,0,0,0,0,0,2,0,0,2,2,G:21,雪球:2,36,78.0%
767,17,41,36,31,15,17,0,3,0,0,0,2,0,0,0,0,2,2,B:13,雪球:2,34,90.7%
768,15,38,27,21,38,17,0,4,0,0,0,0,0,0,2,0,2,2,Y:15,雪球:3,36,87.7%
769,26,34,29,19,32,17,0,3,0,0,0,0,0,0,0,2,2,2,P:19,雪球:2,36,83.7%
770,14,42,22,39,20,17,1,4,1,0,0,0,2,0,0,0,2,2,R:23,雪球:3,38,78.6%
771,32,24,29,17,38,17,0,3,0,0,0,0,0,2,0,0,2,2,G:18,雪球:2,36,85.7%
772,34,42,17,36,10,17,0,4,0,0,0,2,0,0,0,0,2,2,B:20,雪球:3,37,79.9%
773,19,38,29,16,38,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:13,雪球:2,34,89.8%
774,35,30,39,16,19,17,0,3,0,1,0,0,0,0,0,2,2,2,P:14,雪球:2,34,92.7%
775,16,33,28,45,17,17,1,3,0,0,0,0,2,0,0,0,2,2,R:20,雪球:2,36,78.6%
776,15,34,36,22,32,17,0,4,0,0,0,0,0,2,0,0,2,2,G:21,雪球:3,37,77.1%
777,16,38,38,30,16,17,0,4,1,0,0,2,0,0,0,0,2,2,B:13,雪球:3,35,91.9%
778,15,38,25,24,38,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:16,雪球:2,35,87.3%
779,34,43,17,21,25,17,0,3,0,0,0,0,0,0,0,2,2,2,P:17,雪球:2,35,83.8%
780,17,43,20,36,22,17,1,4,0,0,0,0,2,0,0,0,2,2,R:24,雪球:3,38,71.0%
781,31,24,28,18,39,17,0,3,0,0,0,0,0,2,0,0,2,2,G:18,雪球:2,36,85.0%
782,36,35,17,38,14,17,0,3,0,0,0,2,0,0,0,0,2,2,B:21,雪球:2,36,78.0%
783,16,39,30,16,38,17,0,3,0,1,0,0,0,0,2,0,2,2,Y:13,雪球:2,34,93.6%
784,34,32,34,15,22,17,0,5,1,0,0,0,0,0,0,2,2,2,P:15,雪球:3,36,90.8%
785,20,36,25,41,17,17,1,3,0,0,0,0,2,0,0,0,2,2,R:21,雪球:2,37,79.9%
786,14,36,38,17,35,17,0,3,0,0,0,0,0,2,0,0,2,2,G:22,雪球:2,37,78.7%
787,17,38,38,31,16,17,0,3,0,0,0,2,0,0,0,0,2,2,B:13,雪球:2,35,92.8%
788,13,38,30,24,34,17,0,4,0,0,0,0,0,0,2,0,2,2,Y:16,雪球:3,36,86.2%
789,32,31,28,19,30,17,0,3,0,0,0,0,0,0,0,2,2,2,P:19,雪球:2,36,82.4%
790,18,45,19,35,22,17,1,3,0,0,0,0,2,0,0,0,2,2,R:25,雪球:2,38,72.6%
791,36,24,31,15,32,17,0,4,1,0,0,0,0,2,0,0,2,2,G:19,雪球:3,36,83.0%
792,41,36,15,41,13,18,0,4,0,1,0,2,0,0,0,0,2,2,B:23,雪球:3,38,80.0%
793,18,41,30,18,41,18,0,3,0,0,0,0,0,0,2,0,2,2,Y:14,雪球:2,35,89.6%
794,36,36,36,18,22,18,0,3,0,0,0,0,0,0,0,2,2,2,P:15,雪球:2,35,89.1%
795,19,37,27,45,19,18,1,3,0,0,0,0,2,0,0,0,2,2,R:21,雪球:2,37,80.0%
796,16,38,38,21,34,18,0,4,0,0,0,0,0,2,0,0,2,2,G:22,雪球:3,38,77.2%
797,16,39,36,36,21,18,0,3,0,0,0,2,0,0,0,0,2,2,B:13,雪球:2,35,91.6%
798,13,40,30,23,40,18,0,4,1,0,0,0,0,0,2,0,2,2,Y:16,雪球:3,36,88.5%
799,36,43,23,21,25,18,0,3,0,0,0,0,0,0,0,2,2,2,P:17,雪球:2,36,86.3%
800,21,44,24,36,21,18,1,4,0,0,0,0,2,0,0,0,2,2,R:24,雪球:3,39,74.7%
801,40,24,26,22,31,18,1,3,1,1,2,0,0,2,0,0,2,2,G:17,雪球:2,36,91.7%
802,37,40,15,35,17,18,1,3,1,0,2,2,0,0,0,0,2,2,B:21,雪球:2,38,85.2%
803,19,27,36,19,43,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,36,93.1%
804,31,33,41,15,23,18,1,4,1,0,2,0,0,0,0,2,2,2,P:16,雪球:3,37,88.2%
805,22,37,30,46,8,18,1,4,1,0,2,0,2,0,0,0,2,2,R:21,雪球:3,38,81.4%
806,19,31,37,24,33,18,1,3,1,0,2,0,0,2,0,0,2,2,G:21,雪球:2,38,85.3%
807,17,37,36,35,19,18,1,3,1,0,2,2,0,0,0,0,2,2,B:13,雪球:2,36,94.6%
808,15,40,33,23,32,18,1,4,1,0,2,0,0,0,2,0,2,2,Y:16,雪球:3,37,88.3%
809,22,33,30,24,35,18,1,3,1,0,2,0,0,0,0,2,2,2,P:21,雪球:2,38,84.1%
810,19,45,24,38,17,18,1,3,1,1,2,0,2,0,0,0,2,2,R:25,雪球:2,38,79.7%
811,40,24,26,17,37,18,1,3,1,0,2,0,0,2,0,0,2,2,G:17,雪球:2,37,90.1%
812,37,41,17,30,17,18,1,5,1,0,2,2,0,0,0,0,2,2,B:21,雪球:3,39,83.2%
813,24,36,28,19,37,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,36,93.1%
814,33,36,41,17,17,18,1,3,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,36,94.6%
815,19,31,28,49,17,18,1,3,1,0,2,0,2,0,0,0,2,2,R:19,雪球:2,37,86.3%
816,17,31,35,25,35,18,1,4,1,0,2,0,0,2,0,0,2,2,G:21,雪球:3,39,83.2%
817,19,40,31,35,19,18,1,3,1,0,2,2,0,0,0,0,2,2,B:14,雪球:2,36,93.1%
818,19,40,24,19,42,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,36,93.1%
819,31,44,19,17,31,18,1,4,1,1,2,0,0,0,0,2,2,2,P:19,雪球:3,38,89.4%
820,22,41,19,40,21,18,1,4,1,0,2,0,2,0,0,0,2,2,R:23,雪球:3,39,79.2%
821,33,24,28,22,37,18,1,3,1,0,2,0,0,2,0,0,2,2,G:18,雪球:2,37,88.0%
822,33,44,17,37,13,18,1,3,1,0,2,2,0,0,0,0,2,2,B:20,雪球:2,38,86.6%
823,22,33,30,19,40,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,36,93.1%
824,40,26,41,15,21,18,1,4,1,0,2,0,0,0,0,2,2,2,P:15,雪球:3,37,90.3%
825,19,34,33,41,17,18,1,3,1,0,2,0,2,0,0,0,2,2,R:20,雪球:2,38,87.1%
826,17,33,40,21,32,18,1,4,1,0,2,0,0,2,0,0,2,2,G:23,雪球:3,39,78.7%
827,15,42,40,30,17,18,1,3,1,0,2,2,0,0,0,0,2,2,B:13,雪球:2,36,93.2%
828,15,42,26,24,35,18,1,4,1,1,2,0,0,0,2,0,2,2,Y:16,雪球:3,37,92.6%
829,28,33,31,19,33,18,1,3,1,0,2,0,0,0,0,2,2,2,P:20,雪球:2,38,86.6%
830,15,42,25,40,22,18,1,3,1,0,2,0,2,0,0,0,2,2,R:24,雪球:2,38,76.9%
831,35,24,28,17,40,18,1,3,1,0,2,0,0,2,0,0,2,2,G:18,雪球:2,37,88.1%
832,40,39,17,32,15,18,1,4,1,0,2,2,0,0,0,0,2,2,B:23,雪球:3,39,78.7%
833,21,41,24,17,40,18,1,4,1,0,2,0,0,0,2,0,2,2,Y:13,雪球:3,37,93.7%
834,33,35,42,15,19,18,1,3,1,0,2,0,0,0,0,2,2,2,P:14,雪球:2,36,93.1%
835,17,33,31,44,19,18,1,3,1,0,2,0,2,0,0,0,2,2,R:20,雪球:2,38,86.6%
836,10,36,38,24,35,18,1,4,1,0,2,0,0,2,0,0,2,2,G:22,雪球:3,39,81.4%
837,19,38,38,33,15,18,1,3,1,1,2,2,0,0,0,0,2,2,B:14,雪球:2,36,95.9%
838,17,40,26,19,42,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,36,93.1%
839,37,44,17,22,24,18,1,3,1,0,2,0,0,0,0,2,2,2,P:16,雪球:2,37,92.1%
840,19,43,17,40,23,18,1,5,1,0,2,0,2,0,0,0,2,2,R:24,雪球:3,39,75.5%
841,33,24,31,19,37,18,1,3,1,0,2,0,0,2,0,0,2,2,G:19,雪球:2,37,86.4%
842,40,37,17,37,13,18,1,3,1,0,2,2,0,0,0,0,2,2,B:23,雪球:2,38,79.7%
843,19,35,31,17,42,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,36,94.6%
844,37,31,37,15,23,18,1,4,1,0,2,0,0,0,0,2,2,2,P:16,雪球:3,38,90.5%
845,19,37,31,42,15,18,1,3,1,0,2,0,2,0,0,0,2,2,R:22,雪球:2,38,81.7%
846,13,36,40,19,35,18,1,3,1,1,2,0,0,2,0,0,2,2,G:23,雪球:2,38,84.5%
847,15,36,40,33,19,18,1,4,1,0,2,2,0,0,0,0,2,2,B:13,雪球:3,37,92.2%
848,10,42,31,25,35,18,1,4,1,0,2,0,0,0,2,0,2,2,Y:17,雪球:3,38,88.6%
849,28,28,31,22,35,18,1,3,1,0,2,0,0,0,0,2,2,2,P:21,雪球:2,38,84.3%
850,19,46,24,33,22,18,1,3,1,0,2,0,2,0,0,0,2,2,R:25,雪球:2,39,78.7%
851,37,26,33,13,35,18,1,3,1,0,2,0,0,2,0,0,2,2,G:20,雪球:2,38,86.7%
852,40,35,17,34,17,18,1,4,1,0,2,2,0,0,0,0,2,2,B:23,雪球:3,39,78.8%
853,19,42,29,17,37,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,36,94.6%
854,40,35,32,19,17,18,1,4,1,0,2,0,0,0,0,2,2,2,P:13,雪球:3,37,93.7%
855,19,36,24,45,19,18,1,3,1,1,2,0,2,0,0,0,2,2,R:21,雪球:2,38,89.1%
856,15,40,40,21,27,18,1,4,1,0,2,0,0,2,0,0,2,2,G:23,雪球:3,39,78.8%
857,17,40,35,30,22,18,1,3,1,0,2,2,0,0,0,0,2,2,B:13,雪球:2,36,94.6%
858,15,41,28,17,43,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,36,94.6%
859,37,42,19,22,24,18,1,3,1,0,2,0,0,0,0,2,2,2,P:16,雪球:2,37,92.1%
860,23,46,22,33,19,18,1,4,1,0,2,0,2,0,0,0,2,2,R:25,雪球:3,40,77.9%
861,37,25,31,17,33,18,1,4,1,0,2,0,0,2,0,0,2,2,G:19,雪球:3,38,85.4%
862,37,35,17,42,13,18,1,3,1,0,2,2,0,0,0,0,2,2,B:22,雪球:2,38,81.8%
863,22,35,37,15,35,18,1,3,1,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,36,93.2%
864,42,28,40,15,17,18,1,4,1,1,2,0,0,0,0,2,2,2,P:13,雪球:3,37,96.2%
865,22,40,25,40,17,18,1,3,1,0,2,0,2,0,0,0,2,2,R:23,雪球:2,38,79.8%
866,19,36,44,19,26,18,1,3,1,0,2,0,0,2,0,0,2,2,G:25,雪球:2,39,77.6%
867,17,37,37,34,19,18,1,3,1,0,2,2,0,0,0,0,2,2,B:13,雪球:2,36,94.7%
868,15,37,32,23,35,18,1,5,1,0,2,0,0,0,2,0,2,2,Y:16,雪球:3,38,89.7%
869,32,26,31,17,38,18,1,3,1,0,2,0,0,0,0,2,2,2,P:22,雪球:2,38,82.4%
870,19,46,24,36,19,18,1,3,1,0,2,0,2,0,0,0,2,2,R:25,雪球:2,39,78.7%
871,40,25,31,15,33,18,1,3,1,0,2,0,0,2,0,0,2,2,G:19,雪球:2,38,88.9%
872,42,37,15,34,15,18,1,4,1,0,2,2,0,0,0,0,2,2,B:24,雪球:3,39,76.2%
873,24,42,31,13,33,18,1,3,1,1,2,0,0,0,2,0,2,2,Y:12,雪球:2,36,96.8%
874,33,33,42,17,19,18,1,3,1,0,2,0,0,0,0,2,2,2,P:14,雪球:2,36,93.2%
875,19,40,25,42,17,18,1,4,1,0,2,0,2,0,0,0,2,2,R:23,雪球:3,39,78.9%
876,16,37,44,25,30,19,1,4,1,0,2,0,0,2,0,0,2,2,G:25,雪球:3,40,76.3%
877,18,39,35,38,23,19,1,3,1,0,2,2,0,0,0,0,2,2,B:14,雪球:2,37,93.8%
878,20,40,32,18,43,19,1,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,37,93.8%
879,39,42,18,29,25,19,1,3,1,0,2,0,0,0,0,2,2,2,P:17,雪球:2,37,89.2%
880,26,50,20,38,18,19,1,4,1,0,2,0,2,0,0,0,2,2,R:27,雪球:3,40,72.1%
881,42,25,33,23,30,19,1,3,1,0,2,0,0,2,0,0,2,2,G:20,雪球:2,38,86.3%
882,40,37,13,43,18,19,1,4,1,1,2,2,0,0,0,0,2,2,B:23,雪球:3,39,83.1%
883,20,38,40,18,37,19,1,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,37,93.8%
884,35,30,44,18,25,19,1,4,1,0,2,0,0,0,0,2,2,2,P:17,雪球:3,38,88.2%
885,20,42,28,47,16,19,1,3,1,0,2,0,2,0,0,0,2,2,R:24,雪球:2,39,79.8%
886,20,36,42,25,30,19,1,3,1,0,2,0,0,2,0,0,2,2,G:24,雪球:2,39,79.8%
887,16,38,37,42,20,19,1,3,1,0,2,2,0,0,0,0,2,2,B:13,雪球:2,37,95.1%
888,16,44,35,23,34,19,1,4,1,0,2,0,0,0,2,0,2,2,Y:16,雪球:3,38,90.2%
889,33,32,25,23,39,19,1,4,1,0,2,0,0,0,0,2,2,2,P:23,雪球:3,40,80.9%
890,20,47,28,38,20,19,1,3,1,0,2,0,2,0,0,0,2,2,R:26,雪球:2,40,78.3%
891,40,26,36,19,31,19,1,3,1,1,2,0,0,2,0,0,2,2,G:21,雪球:2,38,88.7%
892,39,42,16,37,18,19,1,4,1,0,2,2,0,0,0,0,2,2,B:23,雪球:3,40,80.9%
893,23,42,33,16,39,19,1,3,1,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,37,95.1%
894,40,33,40,20,20,19,1,3,1,0,2,0,0,0,0,2,2,2,P:15,雪球:2,37,92.3%
895,20,40,25,50,18,19,1,3,1,0,2,0,2,0,0,0,2,2,R:23,雪球:2,39,82.4%
896,16,31,42,27,35,19,1,5,1,0,2,0,0,2,0,0,2,2,G:24,雪球:3,40,77.9%
897,16,40,40,37,20,19,1,3,1,0,2,2,0,0,0,0,2,2,B:13,雪球:2,37,95.1%
898,20,45,30,20,38,19,1,3,1,0,2,0,0,0,2,0,2,2,Y:15,雪球:2,37,92.3%
899,38,45,18,20,32,19,1,3,1,0,2,0,0,0,0,2,2,2,P:20,雪球:2,38,85.7%
900,25,47,20,36,23,19,1,4,1,1,2,0,2,0,0,0,2,2,R:26,雪球:3,40,79.1%
901,39,25,31,23,37,19,0,3,0,0,2,0,0,2,0,0,2,2,G:19,雪球:2,38,86.5%
902,38,47,13,44,13,19,0,3,0,0,2,2,0,0,0,0,2,2,B:22,雪球:2,38,79.6%
903,25,34,39,16,39,19,0,4,1,0,2,0,0,0,2,0,2,2,Y:13,雪球:3,37,93.7%
904,41,32,41,18,22,19,0,4,0,0,2,0,0,0,0,2,2,2,P:16,雪球:3,38,87.6%
905,23,42,34,42,13,19,1,3,0,0,2,0,2,0,0,0,2,2,R:24,雪球:2,39,76.0%
906,20,35,44,25,31,19,0,3,0,0,2,0,0,2,0,0,2,2,G:25,雪球:2,39,74.7%
907,18,39,42,36,20,19,0,3,0,0,2,2,0,0,0,0,2,2,B:14,雪球:2,37,92.3%
908,18,43,35,27,31,19,0,4,0,0,2,0,0,0,2,0,2,2,Y:18,雪球:3,38,83.9%
909,28,37,27,25,37,19,0,3,0,1,2,0,0,0,0,2,2,2,P:22,雪球:2,38,83.8%
910,20,42,28,42,20,19,1,4,1,0,2,0,2,0,0,0,2,2,R:24,雪球:3,40,79.0%
911,42,24,27,20,42,19,0,3,0,0,2,0,0,2,0,0,2,2,G:18,雪球:2,38,87.5%
912,41,43,16,36,18,19,0,4,0,0,2,2,0,0,0,0,2,2,B:23,雪球:3,40,79.8%
913,25,35,35,18,42,19,0,3,0,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,37,92.3%
914,36,39,44,18,18,19,0,3,0,0,2,0,0,0,0,2,2,2,P:14,雪球:2,37,92.3%
915,20,44,30,47,13,19,1,3,0,0,2,0,2,0,0,0,2,2,R:25,雪球:2,40,76.6%
916,18,36,39,27,34,19,0,4,0,0,2,0,0,2,0,0,2,2,G:23,雪球:3,40,78.7%
917,16,44,34,39,20,19,0,4,1,0,2,2,0,0,0,0,2,2,B:13,雪球:3,37,93.7%
918,18,39,35,25,37,19,0,3,0,1,2,0,0,0,2,0,2,2,Y:17,雪球:2,37,91.2%
919,35,46,20,22,32,19,0,3,0,0,2,0,0,0,0,2,2,2,P:20,雪球:2,38,83.6%
920,25,44,18,43,23,19,1,4,0,0,2,0,2,0,0,0,2,2,R:25,雪球:3,40,72.6%
921,44,24,28,22,37,19,0,3,0,0,2,0,0,2,0,0,2,2,G:18,雪球:2,38,88.2%
922,36,44,18,39,18,19,0,3,0,0,2,2,0,0,0,0,2,2,B:21,雪球:2,38,82.3%
923,20,31,37,20,47,19,0,3,0,0,2,0,0,0,2,0,2,2,Y:15,雪球:2,37,90.6%
924,32,38,44,18,20,19,0,5,1,0,2,0,0,0,0,2,2,2,P:15,雪球:3,38,91.6%
925,18,39,32,49,16,19,1,3,0,0,2,0,2,0,0,0,2,2,R:23,雪球:2,39,78.1%
926,20,34,39,25,37,19,0,3,0,0,2,0,0,2,0,0,2,2,G:23,雪球:2,39,79.6%
927,18,42,37,39,18,19,0,3,0,1,2,2,0,0,0,0,2,2,B:14,雪球:2,37,95.2%
928,18,41,31,27,37,19,0,4,0,0,2,0,0,0,2,0,2,2,Y:18,雪球:3,39,86.6%
929,24,35,32,22,42,19,0,3,0,0,2,0,0,0,0,2,2,2,P:24,雪球:2,39,77.6%
930,23,44,23,41,23,19,1,3,0,0,2,0,2,0,0,0,2,2,R:25,雪球:2,40,76.7%
931,42,25,27,20,39,19,0,4,1,0,2,0,0,2,0,0,2,2,G:18,雪球:3,38,87.4%
932,41,46,18,31,18,19,0,4,0,0,2,2,0,0,0,0,2,2,B:23,雪球:3,40,79.9%
933,22,37,34,18,44,19,0,3,0,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,37,92.4%
934,37,36,42,20,20,19,0,3,0,0,2,0,0,0,0,2,2,2,P:15,雪球:2,37,90.7%
935,23,33,31,54,13,19,1,3,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,39,85.6%
936,20,34,37,25,37,19,0,4,0,1,2,0,0,2,0,0,2,2,G:22,雪球:3,39,82.9%
937,18,47,39,31,20,19,0,3,0,0,2,2,0,0,0,0,2,2,B:14,雪球:2,37,92.4%
938,18,42,27,22,44,19,0,4,1,0,2,0,0,0,2,0,2,2,Y:16,雪球:3,38,90.7%
939,35,46,22,20,32,19,0,3,0,0,2,0,0,0,0,2,2,2,P:20,雪球:2,38,83.6%
940,23,44,22,42,22,19,1,4,0,0,2,0,2,0,0,0,2,2,R:25,雪球:3,40,72.7%
941,37,27,30,22,39,19,0,3,0,0,2,0,0,2,0,0,2,2,G:19,雪球:2,38,86.0%
942,41,46,18,34,16,19,0,3,0,0,2,2,0,0,0,0,2,2,B:24,雪球:2,39,77.0%
943,23,37,31,20,44,19,0,3,0,0,2,0,0,0,2,0,2,2,Y:15,雪球:2,37,90.7%
944,41,32,43,16,22,19,0,4,0,0,2,0,0,0,0,2,2,2,P:16,雪球:3,38,87.7%
945,23,32,36,44,16,19,1,4,1,1,2,0,2,0,0,0,2,2,R:20,雪球:3,39,88.9%
946,18,35,42,23,37,19,0,3,0,0,2,0,0,2,0,0,2,2,G:24,雪球:2,39,77.6%
947,16,46,39,34,20,19,0,3,0,0,2,2,0,0,0,0,2,2,B:13,雪球:2,37,93.9%
948,18,44,29,24,39,19,0,4,0,0,2,0,0,0,2,0,2,2,Y:16,雪球:3,38,89.1%
949,29,37,32,20,37,19,0,3,0,0,2,0,0,0,0,2,2,2,P:22,雪球:2,39,82.2%
950,16,46,28,42,22,19,1,3,0,0,2,0,2,0,0,0,2,2,R:26,雪球:2,40,74.2%
951,37,25,29,20,44,19,0,3,0,0,2,0,0,2,0,0,2,2,G:19,雪球:2,38,85.4%
952,44,43,16,31,18,19,0,5,1,0,2,2,0,0,0,0,2,2,B:25,雪球:3,40,77.0%
953,20,44,29,20,42,19,0,3,0,0,2,0,0,0,2,0,2,2,Y:15,雪球:2,37,90.7%
954,37,34,44,16,23,19,0,3,0,1,2,0,0,0,0,2,2,2,P:16,雪球:2,37,93.0%
955,20,37,30,49,18,19,1,3,0,0,2,0,2,0,0,0,2,2,R:22,雪球:2,39,80.8%
956,16,39,39,24,36,19,0,4,0,0,2,0,0,2,0,0,2,2,G:23,雪球:3,40,78.9%
957,18,42,42,35,18,19,0,3,0,0,2,2,0,0,0,0,2,2,B:14,雪球:2,37,92.4%
958,18,42,27,24,44,19,0,3,0,0,2,0,0,0,2,0,2,2,Y:16,雪球:2,37,90.1%
959,41,43,23,27,27,20,0,4,1,0,2,0,0,0,0,2,2,2,P:18,雪球:3,39,89.3%
960,22,48,21,46,24,20,1,4,0,0,2,0,2,0,0,0,2,2,R:27,雪球:3,40,66.9%
961,37,28,34,21,43,20,0,3,0,0,2,0,0,2,0,0,2,2,G:21,雪球:2,39,83.5%
962,43,43,22,41,14,20,0,3,0,0,2,2,0,0,0,0,2,2,B:24,雪球:2,40,80.8%
963,19,39,33,22,49,20,0,3,0,1,2,0,0,0,2,0,2,2,Y:16,雪球:2,38,93.6%
964,41,36,41,18,26,20,0,4,0,0,2,0,0,0,0,2,2,2,P:17,雪球:3,39,88.9%
965,22,42,31,48,19,20,1,3,0,0,2,0,2,0,0,0,2,2,R:24,雪球:2,40,78.9%
966,14,42,44,23,38,20,0,4,1,0,2,0,0,2,0,0,2,2,G:25,雪球:3,40,77.6%
967,19,43,43,37,21,20,0,3,0,0,2,2,0,0,0,0,2,2,B:14,雪球:2,37,92.7%
968,14,47,34,28,39,20,0,4,0,0,2,0,0,0,2,0,2,2,Y:18,雪球:3,39,86.8%
969,37,36,33,21,36,20,0,3,0,0,2,0,0,0,0,2,2,2,P:22,雪球:2,39,81.1%
970,22,53,27,37,23,20,1,3,0,0,2,0,2,0,0,0,2,2,R:29,雪球:2,40,66.2%
971,41,28,36,17,41,20,0,3,0,0,2,0,0,2,0,0,2,2,G:22,雪球:2,39,81.1%
972,47,38,19,38,19,20,0,4,0,1,2,2,0,0,0,0,2,2,B:26,雪球:3,40,76.5%
973,23,46,32,19,41,20,0,4,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:3,38,94.1%
974,43,39,39,21,21,20,0,3,0,0,2,0,0,0,0,2,2,2,P:15,雪球:2,38,92.8%
975,24,39,28,52,19,20,1,3,0,0,2,0,2,0,0,0,2,2,R:23,雪球:2,40,80.8%
976,17,43,46,23,33,20,0,4,0,0,2,0,0,2,0,0,2,2,G:26,雪球:3,40,71.1%
977,21,43,41,34,24,20,0,3,0,0,2,2,0,0,0,0,2,2,B:15,雪球:2,38,92.8%
978,17,43,34,23,46,20,0,3,0,0,2,0,0,0,2,0,2,2,Y:16,雪球:2,38,91.1%
979,42,47,22,24,28,20,0,3,0,0,2,0,0,0,0,2,2,2,P:18,雪球:2,38,87.9%
980,27,51,21,37,23,20,1,5,1,0,2,0,2,0,0,0,2,2,R:28,雪球:3,40,67.7%
981,39,31,31,19,42,20,0,3,0,1,2,0,0,2,0,0,2,2,G:19,雪球:2,38,90.2%
982,43,43,17,46,14,20,0,3,0,0,2,2,0,0,0,0,2,2,B:24,雪球:2,40,80.8%
983,22,41,41,18,41,20,0,3,0,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,37,92.1%
984,46,34,46,18,18,20,0,4,0,0,2,0,0,0,0,2,2,2,P:14,雪球:3,38,91.1%
985,24,44,28,47,19,20,1,3,0,0,2,0,2,0,0,0,2,2,R:25,雪球:2,40,76.4%
986,21,41,48,24,29,20,0,3,0,0,2,0,0,2,0,0,2,2,G:27,雪球:2,40,72.6%
987,19,41,41,37,23,20,0,4,1,0,2,2,0,0,0,0,2,2,B:14,雪球:3,38,94.2%
988,16,43,36,26,41,20,0,4,0,0,2,0,0,0,2,0,2,2,Y:17,雪球:3,39,89.0%
989,34,33,31,26,39,20,0,3,0,0,2,0,0,0,0,2,2,2,P:23,雪球:2,40,82.2%
990,17,52,28,42,22,20,1,3,0,1,2,0,2,0,0,0,2,2,R:28,雪球:2,40,74.4%
991,41,28,34,19,41,20,0,3,0,0,2,0,0,2,0,0,2,2,G:21,雪球:2,39,83.7%
992,43,41,18,43,17,20,0,4,0,0,2,2,0,0,0,0,2,2,B:25,雪球:3,40,73.3%
993,21,46,38,17,41,20,0,3,0,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,38,93.0%
994,41,34,48,17,21,20,0,4,1,0,2,0,0,0,0,2,2,2,P:15,雪球:3,38,92.7%
995,19,47,26,48,22,20,1,3,0,0,2,0,2,0,0,0,2,2,R:26,雪球:2,40,74.4%
996,18,43,46,26,29,20,0,4,0,0,2,0,0,2,0,0,2,2,G:26,雪球:3,40,71.2%
997,19,44,43,38,19,20,0,3,0,0,2,2,0,0,0,0,2,2,B:14,雪球:2,38,94.3%
998,21,41,39,19,43,20,0,3,0,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,38,94.3%
999,39,42,22,26,33,20,0,3,0,1,2,0,0,0,0,2,2,2,P:20,雪球:2,39,90.3%
1000,27,50,21,41,21,20,1,5,0,0,2,0,2,0,0,0,2,2,R:28,雪球:3,40,63.4%
