关卡,蓝球,红球,绿球,黄球,紫球,橙球,黑球,白球,总行数,石头,雪块,炸弹,彩虹球,燃烧瓶,蓝分裂球,红分裂球,绿分裂球,黄分裂球,紫分裂球,钥匙,锁定球,收集目标1,收集目标2,发射球数量,通关率,漩涡球,藤蔓精灵,虫洞对,黑洞,地雷,繁殖球,花苞球,精灵茧,透明球,晶光炮,风眼出口,毒液附着,冰凌附着,气泡护盾附着,蜘蛛,彩云,多精灵救援目标,彩虹棱镜球,关卡类型,玩法模式,单精灵救援,限时球,棋盘遮挡
335,33,15,0,0,0,15,14,14,15,0,19,0,0,0,2,0,0,0,0,1,10,B:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
336,13,12,29,0,0,0,13,13,15,0,19,0,0,0,0,0,2,0,0,2,20,G:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
337,29,13,13,0,0,0,13,13,15,0,19,0,0,0,2,0,0,0,0,2,20,B:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
338,13,29,13,0,0,0,13,12,15,0,19,0,1,0,0,2,0,0,0,2,20,R:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
339,12,13,28,0,0,0,13,12,15,0,19,0,0,0,0,0,2,0,0,2,20,G:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
340,28,12,12,0,0,0,13,13,15,0,19,0,0,0,2,0,0,0,0,2,20,B:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,3,per_attempt_no_repeat
341,33,15,15,14,0,0,0,14,15,0,19,0,0,0,1,0,0,0,0,1,10,B:38,雪球:19,46,70.0%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
342,11,25,12,11,0,0,0,11,15,0,19,0,0,0,0,0,0,0,0,0,0,R:25,雪球:19,33,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,noya,0,none
343,14,14,33,15,0,0,0,15,15,0,19,0,0,0,0,0,1,0,0,1,10,G:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
344,15,14,14,32,0,0,0,15,15,0,19,0,0,0,0,0,0,2,0,1,10,Y:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
345,33,15,15,14,0,0,0,14,15,0,19,0,0,0,2,0,0,0,0,1,10,B:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
346,29,13,12,13,13,0,0,0,15,0,19,0,0,0,2,0,0,0,0,2,20,B:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
347,13,29,13,13,13,0,0,0,15,0,19,0,0,0,0,2,0,0,0,2,20,R:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
348,13,13,29,13,12,0,0,0,15,0,19,0,1,0,0,0,2,0,0,2,20,G:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
349,12,13,13,28,12,0,0,0,15,0,19,0,0,0,0,0,0,2,0,2,20,Y:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
350,12,12,13,13,28,0,0,0,15,0,19,0,0,0,0,0,0,0,2,2,20,P:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,4,per_attempt_no_repeat
351,0,15,14,33,14,15,0,0,15,0,19,0,0,0,0,0,0,1,0,1,10,Y:38,雪球:19,46,70.0%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
352,0,15,15,14,33,14,0,0,15,0,19,0,0,0,0,0,0,0,1,1,10,P:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
353,0,33,14,15,15,14,0,0,15,0,19,0,0,0,0,1,0,0,0,1,10,R:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
354,0,14,32,14,15,15,0,0,15,0,19,0,0,0,0,0,2,0,0,1,10,G:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
355,0,15,14,33,14,15,0,0,15,0,19,0,0,0,0,0,0,2,0,1,10,Y:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
356,0,0,13,29,13,13,12,0,15,0,19,0,0,0,0,0,0,2,0,2,20,Y:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
357,0,0,13,13,29,13,13,0,15,0,19,0,0,0,0,0,0,0,2,2,20,P:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
358,0,0,29,13,12,13,13,0,15,0,19,0,1,0,0,0,2,0,0,2,20,G:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
359,0,0,13,28,12,12,13,0,15,0,19,0,0,0,0,0,0,2,0,2,20,Y:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
360,0,0,13,13,28,12,12,0,15,0,19,0,0,0,0,0,0,0,2,2,20,P:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
361,0,0,0,33,14,15,15,15,15,0,19,0,0,0,0,0,0,1,0,1,10,Y:38,雪球:19,46,70.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
362,0,0,0,14,33,14,15,15,15,0,19,0,0,0,0,0,0,0,1,1,10,P:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
363,0,0,0,25,11,11,11,12,15,0,19,0,0,0,0,0,0,0,0,0,0,Y:25,雪球:19,33,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,flora,0,none
364,0,0,0,15,32,15,14,14,15,0,19,0,0,0,0,0,0,0,2,1,10,P:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
365,0,0,0,33,14,15,15,14,15,0,19,0,0,0,0,0,0,2,0,1,10,Y:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
366,29,0,0,0,13,12,13,13,15,0,19,0,0,0,2,0,0,0,0,2,20,B:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
367,13,0,0,0,29,13,13,13,15,0,19,0,0,0,0,0,0,0,2,2,20,P:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
368,29,0,0,0,13,13,13,12,15,0,19,0,1,0,2,0,0,0,0,2,20,B:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
369,12,0,0,0,28,12,13,13,15,0,19,0,0,0,0,0,0,0,2,2,20,P:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
370,28,0,0,0,12,12,13,13,15,0,19,0,0,0,2,0,0,0,0,2,20,B:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,2,per_attempt_no_repeat
371,33,15,0,0,0,15,14,14,15,0,19,0,0,0,1,0,0,0,0,1,10,B:38,雪球:19,46,70.0%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
372,14,33,0,0,0,15,15,14,15,0,19,0,0,0,0,1,0,0,0,1,10,R:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
373,33,14,0,0,0,14,15,15,15,0,19,0,0,0,1,0,0,0,0,1,10,B:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
374,15,32,0,0,0,14,14,15,15,0,19,0,0,0,0,2,0,0,0,1,10,R:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
375,33,15,0,0,0,15,14,14,15,0,19,0,0,0,2,0,0,0,0,1,10,B:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
376,29,13,12,0,0,0,13,13,15,0,19,0,0,0,2,0,0,0,0,2,20,B:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
377,13,29,13,0,0,0,13,13,15,0,19,0,0,0,0,2,0,0,0,2,20,R:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
378,13,13,29,0,0,0,13,12,15,0,19,0,1,0,0,0,2,0,0,2,20,G:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
379,28,12,13,0,0,0,13,12,15,0,19,0,0,0,2,0,0,0,0,2,20,B:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
380,12,28,12,0,0,0,13,13,15,0,19,0,0,0,0,2,0,0,0,2,20,R:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,3,per_attempt_no_repeat
381,33,15,15,14,0,0,0,14,15,0,19,0,0,0,1,0,0,0,0,1,10,B:38,雪球:19,46,70.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
382,14,33,15,15,0,0,0,14,15,0,19,0,0,0,0,1,0,0,0,1,10,R:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
383,14,14,33,15,0,0,0,15,15,0,19,0,0,0,0,0,1,0,0,1,10,G:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
384,15,14,14,32,0,0,0,15,15,0,19,0,0,0,0,0,0,2,0,1,10,Y:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
385,33,15,15,14,0,0,0,14,15,0,19,0,0,0,2,0,0,0,0,1,10,B:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
386,24,11,10,11,11,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,B:24,雪球:19,33,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,loco,0,none
387,13,29,13,13,13,0,0,0,15,0,19,0,0,0,0,2,0,0,0,2,20,R:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
388,13,13,29,13,12,0,0,0,15,0,19,0,1,0,0,0,2,0,0,2,20,G:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
389,12,13,13,28,12,0,0,0,15,0,19,0,0,0,0,0,0,2,0,2,20,Y:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
390,12,12,13,13,28,0,0,0,15,0,19,0,0,0,0,0,0,0,2,2,20,P:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,4,per_attempt_no_repeat
391,0,15,14,33,14,15,0,0,15,0,19,0,0,0,0,0,0,1,0,1,10,Y:38,雪球:19,46,70.0%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
392,0,15,15,14,33,14,0,0,15,0,19,0,0,0,0,0,0,0,1,1,10,P:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
393,0,33,14,15,15,14,0,0,15,0,19,0,0,0,0,1,0,0,0,1,10,R:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
394,0,14,32,14,15,15,0,0,15,0,19,0,0,0,0,0,2,0,0,1,10,G:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
395,0,15,14,33,14,15,0,0,15,0,19,0,0,0,0,0,0,2,0,1,10,Y:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
396,0,0,13,13,29,13,12,0,15,0,19,0,0,0,0,0,0,0,2,2,20,P:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
397,0,0,29,13,13,13,13,0,15,0,19,0,0,0,0,0,2,0,0,2,20,G:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
398,0,0,13,29,12,13,13,0,15,0,19,0,1,0,0,0,0,2,0,2,20,Y:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
399,0,0,11,11,24,10,11,0,15,0,19,0,0,0,0,0,0,0,0,0,0,P:24,雪球:19,35,55.6%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,kelu,0,none
400,0,0,28,13,13,12,12,0,15,0,19,0,0,0,0,0,2,0,0,2,20,G:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
401,0,0,0,36,16,17,16,16,15,0,19,0,0,0,0,0,0,0,0,0,0,Y:36,雪球:19,40,66.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,multi_trapped_spirit_rescue,shot_limited,-,0,none
402,0,0,0,16,36,15,16,16,15,0,19,0,0,1,0,0,0,0,0,0,0,P:36,雪球:19,41,64.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
403,0,0,0,36,16,16,16,16,15,0,19,0,0,0,0,0,0,0,0,0,0,Y:36,雪球:19,40,62.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
404,0,0,0,16,35,16,16,15,15,0,19,0,0,0,0,0,0,0,1,0,0,P:40,雪球:19,41,60.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
405,0,0,0,33,15,15,15,15,15,0,19,0,0,0,0,0,0,0,0,1,10,Y:33,雪球:19,46,58.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
406,35,0,0,0,15,15,16,16,15,0,19,0,0,1,0,0,0,0,0,0,0,B:35,雪球:19,41,57.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
407,16,0,0,0,35,15,15,15,15,0,19,1,0,0,0,0,0,0,0,0,0,P:35,雪球:19,42,55.2%,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
408,34,0,0,0,16,15,15,15,15,0,19,1,0,0,1,0,0,0,0,0,0,B:39,雪球:19,43,53.4%,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
409,15,0,0,0,34,15,15,15,15,0,19,0,0,0,0,0,0,0,0,0,0,P:34,雪球:19,43,51.6%,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
410,28,0,0,0,12,12,13,13,15,0,19,0,0,0,0,0,0,0,0,2,20,B:28,雪球:19,46,49.8%,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,2,per_attempt_no_repeat
411,36,17,0,0,0,16,16,16,15,0,19,0,0,0,0,0,0,0,0,0,0,B:36,雪球:19,40,66.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
412,15,36,0,0,0,16,16,16,15,0,19,0,0,1,0,0,0,0,0,0,0,R:36,雪球:19,41,64.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
413,36,16,0,0,0,16,16,16,15,0,19,0,0,0,0,0,0,0,0,0,0,B:36,雪球:19,40,62.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
414,16,35,0,0,0,16,15,16,15,0,19,0,0,0,0,1,0,0,0,0,0,R:40,雪球:19,41,60.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
415,33,15,0,0,0,15,15,15,15,0,19,0,0,0,0,0,0,0,0,1,10,B:33,雪球:19,46,58.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
416,15,35,15,0,0,0,16,16,15,0,19,0,0,1,0,0,0,0,0,0,0,R:35,雪球:19,41,57.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
417,15,15,35,0,0,0,15,16,15,0,19,1,0,0,0,0,0,0,0,0,0,G:35,雪球:19,42,55.2%,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
418,34,16,15,0,0,0,15,15,15,0,19,1,0,0,1,0,0,0,0,0,0,B:39,雪球:19,43,53.4%,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
419,15,34,15,0,0,0,15,15,15,0,19,0,0,0,0,0,0,0,0,0,0,R:34,雪球:19,43,51.6%,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
420,12,12,28,0,0,0,13,13,15,0,19,0,0,0,0,0,0,0,0,2,20,G:28,雪球:19,46,49.8%,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,3,per_attempt_no_repeat
421,36,17,16,16,0,0,0,16,15,0,19,0,0,0,0,0,0,0,0,0,0,B:36,雪球:19,40,66.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
422,15,36,16,16,0,0,0,16,15,0,19,0,0,1,0,0,0,0,0,0,0,R:36,雪球:19,41,64.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
423,16,16,36,16,0,0,0,16,15,0,19,0,0,0,0,0,0,0,0,0,0,G:36,雪球:19,40,62.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
424,16,16,15,35,0,0,0,16,15,0,19,0,0,0,0,0,0,1,0,0,0,Y:40,雪球:19,41,60.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
425,26,12,11,11,0,0,0,11,15,0,19,0,0,0,0,0,0,0,0,0,0,B:26,雪球:19,33,58.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,yumi,0,none
426,35,15,15,16,16,0,0,0,15,0,19,0,0,1,0,0,0,0,0,0,0,B:35,雪球:19,41,57.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
427,15,35,15,15,16,0,0,0,15,0,19,1,0,0,0,0,0,0,0,0,0,R:35,雪球:19,42,55.2%,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
428,16,15,34,15,15,0,0,0,15,0,19,1,0,0,0,0,1,0,0,0,0,G:39,雪球:19,43,53.4%,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
429,15,15,15,34,15,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,Y:34,雪球:19,43,51.6%,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
430,12,12,13,13,28,0,0,0,15,0,19,0,0,0,0,0,0,0,0,2,20,P:28,雪球:19,46,49.8%,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,4,per_attempt_no_repeat
431,0,16,16,35,15,16,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,Y:35,雪球:19,42,66.0%,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
432,0,16,16,16,36,15,0,0,15,0,19,0,0,1,0,0,0,0,0,0,0,P:36,雪球:19,41,64.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
433,0,36,16,16,16,16,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,R:36,雪球:19,40,62.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
434,0,16,35,15,16,16,0,0,15,0,19,0,0,0,0,0,1,0,0,0,0,G:40,雪球:19,41,60.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
435,0,15,15,33,15,15,0,0,15,0,19,0,0,0,0,0,0,0,0,1,10,Y:33,雪球:19,46,58.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
436,0,0,35,16,16,15,15,0,15,0,19,0,0,1,0,0,0,0,0,0,0,G:35,雪球:19,41,57.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
437,0,0,15,35,16,15,15,0,15,0,19,1,0,0,0,0,0,0,0,0,0,Y:35,雪球:19,42,55.2%,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
438,0,0,15,15,34,16,15,0,15,0,19,1,0,0,0,0,0,0,1,0,0,P:39,雪球:19,43,53.4%,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
439,0,0,34,15,15,15,15,0,15,0,19,0,0,0,0,0,0,0,0,0,0,G:34,雪球:19,43,51.6%,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
440,0,0,13,28,13,12,12,0,15,0,19,0,0,0,0,0,0,0,0,2,20,Y:28,雪球:19,46,49.8%,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
441,0,0,0,36,16,17,16,16,15,0,19,0,0,0,0,0,0,0,0,0,0,Y:36,雪球:19,35,66.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,shot_limited,-,0,per_attempt_no_repeat
442,0,0,0,11,25,11,12,11,15,0,19,0,0,0,0,0,0,0,0,0,0,P:25,雪球:19,33,64.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,milu,0,none
443,0,0,0,36,16,16,16,16,15,0,19,0,0,0,0,0,0,0,0,0,0,Y:36,雪球:19,40,62.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
444,0,0,0,16,35,16,16,15,15,0,19,0,0,0,0,0,0,0,1,0,0,P:40,雪球:19,41,60.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
445,0,0,0,33,15,15,15,15,15,0,19,0,0,0,0,0,0,0,0,1,10,Y:33,雪球:19,46,58.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
